topic,authors,title,publicationName,doi,volume,issue,pageRange,coverDate,affiliation,citedbyCount,affilname,affiliation-country,year,month
COMP,Mehmood F.,BLPCA-ledger: A lightweight plenum consensus protocols for consortium blockchain based on the hyperledger indy,Computer Standards and Interfaces,10.1016/j.csi.2024.103876,91,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'Peking University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",-0.1234553128007165,Peking University,China,2025,1
COMP,Tan L.,Reduced meet over labelling-based semantics in abstract argumentation,Information Processing Letters,10.1016/j.ipl.2024.106514,187,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'TaiZhou University', 'affiliation-city': 'Linhai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Nanjing University of Aeronautics and Astronautics', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",-0.1234553128007165,TaiZhou University,China,2025,1
COMP,Xia X.,A potential relation trigger method for entity-relation quintuple extraction in text with excessive entities,Computer Speech and Language,10.1016/j.csl.2024.101650,89,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'University of Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shenyang Institute of Computing Technology Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",-0.1234553128007165,University of Chinese Academy of Sciences,China,2025,1
COMP,Grágeda N.,Speech emotion recognition in real static and dynamic human-robot interaction scenarios,Computer Speech and Language,10.1016/j.csl.2024.101666,89,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'Universidad de Chile', 'affiliation-city': 'Santiago', 'affiliation-country': 'Chile'}]",-0.1234553128007165,Universidad de Chile,Chile,2025,1
COMP,Li X.,An efficient ciphertext-policy weighted attribute-based encryption with collaborative access for cloud storage,Computer Standards and Interfaces,10.1016/j.csi.2024.103872,91,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'South China Agricultural University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",-0.1234553128007165,South China Agricultural University,China,2025,1
COMP,Zadehbagheri M.,Designing a Robust SMC for Voltage and Power Control in Islanded Micro-grid and Simultaneous use of Load Shedding Method,Journal of Operation and Automation in Power Engineering,10.22098/joape.2023.12215.1910,13,1,74-87,2025-01-01,"[{'@_fa': 'true', 'affilname': 'Islamic Azad University, Yasuj Branch', 'affiliation-city': 'Yasuj', 'affiliation-country': 'Iran'}]",0.9988657126603426,"Islamic Azad University, Yasuj Branch",Iran,2025,1
COMP,Burange A.W.,Safeguarding the Internet of Things: Elevating IoT routing security through trust management excellence,Computer Standards and Interfaces,10.1016/j.csi.2024.103873,91,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'Prof Ram Meghe Institute of Technology &amp; Research', 'affiliation-city': 'Amravati', 'affiliation-country': 'India'}]",-0.1234553128007165,Prof Ram Meghe Institute of Technology &amp; Research,India,2025,1
COMP,Guo J.,AHA-BV: Access and handover authentication protocol with batch verification for satellite–terrestrial integrated networks,Computer Standards and Interfaces,10.1016/j.csi.2024.103870,91,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'China Telecommunications', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",-0.1234553128007165,China Telecommunications,China,2025,1
COMP,Valle P.H.D.,TASIS: A typology of architectural strategies for interoperability in software-intensive systems,Computer Standards and Interfaces,10.1016/j.csi.2024.103874,91,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'Universidade de São Paulo', 'affiliation-city': 'Sao Paulo', 'affiliation-country': 'Brazil'}, {'@_fa': 'true', 'affilname': 'Universidade Federal de Juiz de Fora', 'affiliation-city': 'Juiz de Fora', 'affiliation-country': 'Brazil'}]",-0.1234553128007165,Universidade de São Paulo,Brazil,2025,1
COMP,Farhana T.,Spanners under the Hausdorff and Fréchet distances,Information Processing Letters,10.1016/j.ipl.2024.106513,187,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'Ben-Gurion University of the Negev', 'affiliation-city': 'Beer-Sheva', 'affiliation-country': 'Israel'}]",-0.1234553128007165,Ben-Gurion University of the Negev,Israel,2025,1
COMP,Zhuang C.,A secure and lightweight data management scheme based on redactable blockchain for Digital Copyright,Computer Standards and Interfaces,10.1016/j.csi.2024.103875,91,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'Guangdong University of Technology', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",-0.1234553128007165,Guangdong University of Technology,China,2025,1
COMP,Jafarian T.,Detecting and mitigating security anomalies in Software-Defined Networking (SDN) using Gradient-Boosted Trees and Floodlight Controller characteristics,Computer Standards and Interfaces,10.1016/j.csi.2024.103871,91,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'Islamic Azad University, Urmia Branch', 'affiliation-city': 'Urmia', 'affiliation-country': 'Iran'}]",-0.1234553128007165,"Islamic Azad University, Urmia Branch",Iran,2025,1
COMP,Ito F.,Optimal randomized algorithms of weakly-balanced multi-branching AND-OR trees,Information Processing Letters,10.1016/j.ipl.2024.106512,187,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'Tokyo Metropolitan University', 'affiliation-city': 'Hachioji', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Tokyo Metropolitan University,Japan,2025,1
COMP,Huber K.T.,Is this network proper forest-based?,Information Processing Letters,10.1016/j.ipl.2024.106500,187,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'University of East Anglia', 'affiliation-city': 'Norwich', 'affiliation-country': 'United Kingdom'}]",-0.1234553128007165,University of East Anglia,United Kingdom,2025,1
COMP,Rauch J.,On conflict-free cuts: Algorithms and complexity,Information Processing Letters,10.1016/j.ipl.2024.106503,187,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'Universität Ulm', 'affiliation-city': 'Ulm', 'affiliation-country': 'Germany'}]",-0.1234553128007165,Universität Ulm,Germany,2025,1
COMP,Ghodrati A.H.,Lower and upper bounds on graph communicabilities,Information Processing Letters,10.1016/j.ipl.2024.106501,187,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'Shahid Rajaee Teacher Training University', 'affiliation-city': 'Tehran', 'affiliation-country': 'Iran'}]",-0.1234553128007165,Shahid Rajaee Teacher Training University,Iran,2025,1
COMP,Manurangsi P.,Improved lower bound for differentially private facility location,Information Processing Letters,10.1016/j.ipl.2024.106502,187,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'Google LLC', 'affiliation-city': 'Mountain View', 'affiliation-country': 'United States'}]",-0.1234553128007165,Google LLC,United States,2025,1
COMP,Mishra P.K.,Dispersion problem on a convex polygon,Information Processing Letters,10.1016/j.ipl.2024.106498,187,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology–Guwahati', 'affiliation-city': 'Guwahati', 'affiliation-country': 'India'}]",-0.1234553128007165,Indian Institute of Technology–Guwahati,India,2025,1
COMP,Doyen L.,Top-down complementation of automata on finite trees,Information Processing Letters,10.1016/j.ipl.2024.106499,187,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'CNRS Centre National de la Recherche Scientifique', 'affiliation-city': 'Paris', 'affiliation-country': 'France'}]",-0.1234553128007165,CNRS Centre National de la Recherche Scientifique,France,2025,1
COMP,Desgranges C.,Molecular Networking: Statistical Mechanics in the Age of AI and Machine Learning,Molecular Networking: Statistical Mechanics in the Age of AI and Machine Learning,10.1201/9781003006411,,,1-236,2025-01-01,"[{'@_fa': 'true', 'affilname': 'Kennedy College of Sciences', 'affiliation-city': 'Lowell', 'affiliation-country': 'United States'}]",-0.1234553128007165,Kennedy College of Sciences,United States,2025,1
COMP,Lopez T.,Regular D-length: A tool for improved prefix-stable forward Ramsey factorisations,Information Processing Letters,10.1016/j.ipl.2024.106497,187,,,2025-01-01,"[{'@_fa': 'true', 'affilname': 'Aix Marseille Université', 'affiliation-city': 'Marseille', 'affiliation-country': 'France'}]",-0.1234553128007165,Aix Marseille Université,France,2025,1
COMP,Gulhane M.,Development of a Temporal Analysis Model Augmented for Disease Progression Identification through Multiparametric Analysis,International Journal of Intelligent Systems and Applications in Engineering,,12,2,620-634,2024-12-25,"[{'@_fa': 'true', 'affilname': 'K L Deemed to be University', 'affiliation-city': 'Vaddeswaram', 'affiliation-country': 'India'}]",-0.1234553128007165,K L Deemed to be University,India,2024,12
COMP,Arshath N.M.,Detection of Soft Errors in Clock Synthesizers and Latency Reduction Throgh Voltage Scaling Mechanism,Journal of VLSI Circuits and Systems,10.31838/jvcs/06.01.07,6,1,43-50,2024-12-06,"[{'@_fa': 'true', 'affilname': 'Panimarlar Engineering College', 'affiliation-city': 'Chennai', 'affiliation-country': 'India'}]",-0.1234553128007165,Panimarlar Engineering College,India,2024,12
COMP,Sharma U.,A comprehensive overview of fake news detection on social networks,Social Network Analysis and Mining,10.1007/s13278-024-01280-3,14,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Punjabi University', 'affiliation-city': 'Patiala', 'affiliation-country': 'India'}]",-0.1234553128007165,Punjabi University,India,2024,12
COMP,Talib M.A.,A tree-based explainable AI model for early detection of Covid-19 using physiological data,BMC Medical Informatics and Decision Making,10.1186/s12911-024-02576-2,24,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'University of Sharjah', 'affiliation-city': 'Sharjah', 'affiliation-country': 'United Arab Emirates'}]",-0.1234553128007165,University of Sharjah,United Arab Emirates,2024,12
COMP,He S.,The application of deep learning-based technique detection model in table tennis teaching and learning,Systems and Soft Computing,10.1016/j.sasc.2024.200116,6,,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Yu Zhang Normal University', 'affiliation-city': 'Nanchang', 'affiliation-country': 'China'}]",-0.1234553128007165,Yu Zhang Normal University,China,2024,12
COMP,Szafraniec J.E.,"A dataset of high-resolution digital elevation models of the Skeiðarársandur kettle holes, Southern Iceland",Scientific Data,10.1038/s41597-024-03515-6,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Uniwersytet Śląski w Katowicach', 'affiliation-city': 'Katowice', 'affiliation-country': 'Poland'}]",-0.1234553128007165,Uniwersytet Śląski w Katowicach,Poland,2024,12
ENGI,Pham D.L.,Perspectives on label-free microscopy of heterogeneous and dynamic biological systems,Journal of biomedical optics,10.1117/1.JBO.29.S2.S22702,29,,S22702,2025-12-01,"[{'@_fa': 'true', 'affilname': 'UW-Madison College of Engineering', 'affiliation-city': 'Madison', 'affiliation-country': 'United States'}]",-0.1234553128007165,UW-Madison College of Engineering,United States,2025,12
ENGI,Li B.,Optimization of Electrode Manufacturing Processes From the Perspective of Mechanical Properties,Journal of Electrochemical Energy Conversion and Storage,10.1115/1.4065380,22,2,,2025-05-01,"[{'@_fa': 'true', 'affilname': 'Ningbo University', 'affiliation-city': 'Ningbo', 'affiliation-country': 'China'}]",-0.1234553128007165,Ningbo University,China,2025,5
ENGI,Narendran K.,Lipwall Effects on a Shore-Front Oscillating Water Column Based on DBEM and Computational Fluid Dynamic Approaches,Journal of Offshore Mechanics and Arctic Engineering,10.1115/1.4064616,147,1,,2025-03-11,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology Madras', 'affiliation-city': 'Chennai', 'affiliation-country': 'India'}]",-0.1234553128007165,Indian Institute of Technology Madras,India,2025,3
ENGI,Li Y.,A Comparative Study of LSTM and Temporal Convolutional Network Models for Semisubmersible Platform Wave Runup Prediction,Journal of Offshore Mechanics and Arctic Engineering,10.1115/1.4063266,147,1,,2025-03-11,"[{'@_fa': 'true', 'affilname': 'State Key Laboratory of Ocean Engineering', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",-0.1234553128007165,State Key Laboratory of Ocean Engineering,China,2025,3
ENGI,Jiang N.,Higher entropy-induced strengthening in mechanical property of Cantor alloys/Zr-3 joints by laser in-situ eutectic high-entropy transformation,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.083,211,,110-122,2025-03-10,"[{'@_fa': 'true', 'affilname': 'Pohang University of Science and Technology', 'affiliation-city': 'Pohang', 'affiliation-country': 'South Korea'}, {'@_fa': 'true', 'affilname': 'Harbin Institute of Technology', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}]",-0.1234553128007165,Pohang University of Science and Technology,South Korea,2025,3
ENGI,Zhang S.,Physicochemical double protection enables stable MXene for high-rate performance hybrid supercapacitors,Journal of Materials Science and Technology,10.1016/j.jmst.2024.05.053,211,,89-97,2025-03-10,"[{'@_fa': 'true', 'affilname': 'Beijing Institute of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",-0.1234553128007165,Beijing Institute of Technology,China,2025,3
ENGI,Bai R.,Optimizing the high-frequency magnetic properties of soft magnetic composites via surface nanoengineering,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.081,211,,82-88,2025-03-10,"[{'@_fa': 'true', 'affilname': 'Songshan Lake Materials Laboratory', 'affiliation-city': 'Dongguan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'North China Electric Power University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",-0.1234553128007165,Songshan Lake Materials Laboratory,China,2025,3
ENGI,Yang M.,Facile preparation of CoFe-MnO<inf>2</inf>@titania nanotube array bifunctional electrodes for high-current-density water splitting at industrial temperatures,Journal of Materials Science and Technology,10.1016/j.jmst.2024.05.058,211,,123-133,2025-03-10,"[{'@_fa': 'true', 'affilname': 'Hebei University of Technology', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}]",-0.1234553128007165,Hebei University of Technology,China,2025,3
ENGI,Yu X.,One-step construction of light-responsive intelligent foam by the Hoffmeister effect and 2D black phosphorus: High stability and on-demand degradation,Journal of Materials Science and Technology,10.1016/j.jmst.2024.05.055,211,,98-109,2025-03-10,"[{'@_fa': 'true', 'affilname': 'University of Science and Technology of China', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}]",-0.1234553128007165,University of Science and Technology of China,China,2025,3
ENGI,Wu W.,Composition design of gold-platinum alloy with ultra-low magnetic susceptibility: First-principles and experimental validation,Journal of Materials Science and Technology,10.1016/j.jmst.2024.05.048,211,,62-71,2025-03-10,"[{'@_fa': 'true', 'affilname': 'State Key Laboratory of Solidification Processing', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",-0.1234553128007165,State Key Laboratory of Solidification Processing,China,2025,3
